_id,deviceId,ts,hour,minute,sound.avg,sound.max,sound.last,sound_range,sound_stability,soundHist.QUIET,soundHist.LIGHT_ACTIVITY,soundHist.RESTLESS,soundHist.CRYING,hist_total,hist_quiet_ratio,hist_la_ratio,hist_rest_ratio,hist_cry_ratio,temp.avg,temp.min,temp.max,humidity.avg,humidity.min,humidity.max,light.avg,light.last,comfort.avg,comfort.last,comfort_computed,motion.samplesActive,motion.durationMs,motion_active_ratio,motion_active,hour_sin,hour_cos,sampleCount,sound.event,label_encoded
synthetic_005818,ESP32_GREENHOUSE_01,2026-04-03 00:28:30+00:00,0,28,122.7,540.4,123.1,417.7,0.22663465090506096,2,2,9,2,15,0.125,0.125,0.5625,0.125,30.9,30.4,31.3,56.12,54.4,57.3,2.7,0.8,53.2,54.0,60.9,2,7601,0.13333333333333333,1,0.0,1.0,14,RESTLESS,2
synthetic_006912,ESP32_GREENHOUSE_01,2026-04-03 09:35:30+00:00,9,35,126.0,555.3,140.7,429.29999999999995,0.2264964946971059,2,8,2,3,15,0.125,0.5,0.125,0.1875,32.78,32.3,33.3,57.16,55.5,58.4,188.0,180.8,58.0,56.0,55.6,4,2540,0.2857142857142857,1,0.7071067811865476,-0.7071067811865475,13,RESTLESS,2
synthetic_001783,ESP32_GREENHOUSE_01,2026-04-01 14:51:00+00:00,14,51,70.7,70.7,213.2,0.0,0.9860529986052998,13,1,0,1,15,0.8125,0.0625,0.0,0.0625,33.03,32.8,33.5,50.89,49.1,52.6,397.3,389.8,61.7,58.4,61.7,0,304,0.0,0,-0.4999999999999997,-0.8660254037844388,14,QUIET,0
synthetic_009115,ESP32_GREENHOUSE_01,2026-04-04 03:57:00+00:00,3,57,317.0,493.8,477.0,176.8,0.6406628940986256,1,0,0,14,15,0.0625,0.0,0.0,0.875,31.66,31.1,32.2,59.92,58.2,60.0,45.2,46.5,46.2,45.1,48.8,2,1134,0.125,1,0.7071067811865476,0.7071067811865476,15,CRYING,3
synthetic_006495,ESP32_GREENHOUSE_01,2026-04-03 06:07:00+00:00,6,7,170.3,335.4,193.5,165.09999999999997,0.506242568370987,0,4,7,4,15,0.0,0.25,0.4375,0.25,32.88,32.6,33.3,57.59,56.3,58.4,0.0,1.0,51.4,49.7,53.6,4,6390,0.25,1,1.0,6.123233995736766e-17,15,RESTLESS,2
synthetic_005379,ESP32_GREENHOUSE_01,2026-04-02 20:49:00+00:00,20,49,85.4,491.1,77.1,405.70000000000005,0.17354196301564723,2,2,9,2,15,0.125,0.125,0.5625,0.125,32.37,32.1,32.5,56.57,54.6,58.4,174.9,188.0,57.6,59.0,57.9,0,502,0.0,0,-0.8660254037844386,0.5000000000000001,15,RESTLESS,2
synthetic_009781,ESP32_GREENHOUSE_01,2026-04-04 09:30:00+00:00,9,30,315.1,618.1,438.3,303.0,0.5089646260701017,2,1,12,0,15,0.125,0.0625,0.75,0.0,34.15,34.0,34.7,54.28,52.6,56.1,181.7,218.3,51.3,43.3,50.0,0,499,0.0,0,0.7071067811865476,-0.7071067811865475,14,CRYING,3
synthetic_006899,ESP32_GREENHOUSE_01,2026-04-03 09:29:00+00:00,9,29,211.3,470.8,165.7,259.5,0.4478592623993218,0,4,11,0,15,0.0,0.25,0.6875,0.0,33.19,33.0,33.6,55.79,55.7,57.6,240.9,238.4,51.0,54.0,53.1,2,2426,0.13333333333333333,1,0.7071067811865476,-0.7071067811865475,14,RESTLESS,2
synthetic_001687,ESP32_GREENHOUSE_01,2026-04-01 14:03:00+00:00,14,3,64.7,120.6,68.9,55.89999999999999,0.5320723684210527,11,0,3,1,15,0.6875,0.0,0.1875,0.0625,32.87,32.3,33.4,55.6,55.0,56.0,425.0,419.6,60.6,59.4,59.0,1,62,0.0625,1,-0.4999999999999997,-0.8660254037844388,15,QUIET,0
synthetic_002760,ESP32_GREENHOUSE_01,2026-04-01 22:59:30+00:00,22,59,62.0,395.3,61.2,333.3,0.1564471360080747,4,8,2,1,15,0.25,0.5,0.125,0.0625,31.36,30.9,31.5,57.63,56.0,57.7,77.7,79.1,62.4,60.6,61.0,3,1351,0.1875,1,-0.5000000000000004,0.8660254037844384,15,RESTLESS,2
synthetic_000786,ESP32_GREENHOUSE_01,2026-04-01 06:32:30+00:00,6,32,6.6,120.8,5.0,114.2,0.0541871921182266,7,4,2,2,15,0.4375,0.25,0.125,0.125,33.55,33.0,34.0,60.36,60.0,60.7,49.3,55.9,58.6,57.5,58.3,0,403,0.0,0,1.0,6.123233995736766e-17,15,QUIET,0
synthetic_004904,ESP32_GREENHOUSE_01,2026-04-02 16:51:30+00:00,16,51,80.2,262.0,50.4,181.8,0.30494296577946767,5,8,1,1,15,0.3125,0.5,0.0625,0.0625,32.97,32.5,33.6,59.02,58.0,59.2,350.8,365.4,54.2,56.6,56.2,2,2991,0.125,1,-0.8660254037844385,-0.5000000000000004,15,LIGHT_ACTIVITY,1
synthetic_005923,ESP32_GREENHOUSE_01,2026-04-03 01:21:00+00:00,1,21,277.4,277.4,181.4,0.0,0.9964080459770115,0,0,1,14,15,0.0,0.0,0.0625,0.875,31.72,31.1,32.0,58.98,57.4,60.1,44.4,52.4,48.1,56.1,50.7,2,1432,0.125,1,0.25881904510252074,0.9659258262890683,15,RESTLESS,2
synthetic_003672,ESP32_GREENHOUSE_01,2026-04-02 06:35:30+00:00,6,35,82.6,326.6,73.9,244.00000000000003,0.25213675213675213,1,12,1,1,15,0.0625,0.75,0.0625,0.0625,31.64,31.5,31.9,65.2,63.5,66.6,0.0,0.0,55.8,53.8,54.7,4,4109,0.2857142857142857,1,1.0,6.123233995736766e-17,13,LIGHT_ACTIVITY,1
synthetic_008822,ESP32_GREENHOUSE_01,2026-04-04 01:30:30+00:00,1,30,281.7,601.4,229.1,319.7,0.4676294820717131,1,2,1,11,15,0.0625,0.125,0.0625,0.6875,31.08,30.5,31.6,55.61,54.6,56.9,52.5,67.9,56.9,57.4,54.5,3,1464,0.2,1,0.25881904510252074,0.9659258262890683,14,CRYING,3
synthetic_003555,ESP32_GREENHOUSE_01,2026-04-02 05:37:00+00:00,5,37,119.4,293.8,98.9,174.4,0.4050203527815468,2,8,3,2,15,0.125,0.5,0.1875,0.125,31.77,31.4,32.1,61.68,61.6,63.3,18.5,29.3,54.8,52.2,55.1,2,1904,0.125,1,0.9659258262890683,0.25881904510252074,15,LIGHT_ACTIVITY,1
synthetic_009365,ESP32_GREENHOUSE_01,2026-04-04 06:02:00+00:00,6,2,269.2,716.9,309.1,447.7,0.37498258810419277,0,0,2,13,15,0.0,0.0,0.125,0.8125,32.45,32.2,33.0,59.73,59.1,61.5,0.0,0.0,50.7,47.0,48.5,2,812,0.125,1,1.0,6.123233995736766e-17,15,CRYING,3
synthetic_002550,ESP32_GREENHOUSE_01,2026-04-01 21:14:30+00:00,21,14,72.6,363.3,35.8,290.70000000000005,0.19928630249794124,0,11,2,2,15,0.0,0.6875,0.125,0.125,32.09,31.5,32.6,56.63,55.6,58.4,58.2,61.4,57.5,59.4,59.2,3,2570,0.1875,1,-0.7071067811865477,0.7071067811865474,15,LIGHT_ACTIVITY,1
synthetic_009921,ESP32_GREENHOUSE_01,2026-04-04 10:40:00+00:00,10,40,294.1,810.9,700.8,516.8,0.3622367286611652,1,2,10,2,15,0.0625,0.125,0.625,0.125,33.45,33.0,33.8,55.04,54.6,56.8,310.5,328.2,54.0,34.7,50.4,0,614,0.0,0,0.49999999999999994,-0.8660254037844387,13,CRYING,3
synthetic_006729,ESP32_GREENHOUSE_01,2026-04-03 08:04:00+00:00,8,4,237.0,340.7,271.1,103.69999999999999,0.6935908691834943,0,1,13,1,15,0.0,0.0625,0.8125,0.0625,32.06,31.7,32.2,62.72,62.2,63.3,162.2,157.0,43.6,41.2,49.0,2,6833,0.13333333333333333,1,0.8660254037844387,-0.4999999999999998,14,RESTLESS,2
synthetic_000937,ESP32_GREENHOUSE_01,2026-04-01 07:48:00+00:00,7,48,71.2,90.6,189.3,19.39999999999999,0.777292576419214,14,1,0,0,15,0.875,0.0625,0.0,0.0,32.72,32.5,33.2,58.0,58.0,59.2,103.9,86.0,58.0,55.1,57.2,0,79,0.0,0,0.9659258262890683,-0.25881904510252063,14,QUIET,0
synthetic_006614,ESP32_GREENHOUSE_01,2026-04-03 07:06:30+00:00,7,6,232.4,362.2,244.1,129.79999999999998,0.6398678414096917,0,0,14,1,15,0.0,0.0,0.875,0.0625,31.72,31.3,32.2,59.68,58.9,60.5,139.8,138.0,52.2,50.2,52.0,3,4088,0.1875,1,0.9659258262890683,-0.25881904510252063,15,RESTLESS,2
synthetic_006109,ESP32_GREENHOUSE_01,2026-04-03 02:54:00+00:00,2,54,266.1,316.7,334.1,50.599999999999966,0.8375826251180359,1,0,13,1,15,0.0625,0.0,0.8125,0.0625,30.71,30.5,31.3,61.35,60.6,62.6,20.6,14.6,55.3,52.9,52.5,0,2968,0.0,0,0.49999999999999994,0.8660254037844387,14,RESTLESS,2
synthetic_004264,ESP32_GREENHOUSE_01,2026-04-02 11:31:30+00:00,11,31,116.4,358.1,109.9,241.70000000000002,0.3241436925647452,0,13,1,1,15,0.0,0.8125,0.0625,0.0625,33.29,33.0,33.4,54.54,53.4,55.0,318.5,327.5,57.4,55.3,57.6,2,830,0.13333333333333333,1,0.258819045102521,-0.9659258262890682,14,LIGHT_ACTIVITY,1
synthetic_006133,ESP32_GREENHOUSE_01,2026-04-03 03:06:00+00:00,3,6,218.0,497.5,209.6,279.5,0.4373119358074223,1,0,13,1,15,0.0625,0.0,0.8125,0.0625,31.94,31.5,32.2,56.63,56.4,57.7,30.0,29.7,55.7,52.8,53.9,0,1744,0.0,0,0.7071067811865476,0.7071067811865476,15,RESTLESS,2
synthetic_005670,ESP32_GREENHOUSE_01,2026-04-02 23:14:30+00:00,23,14,226.0,481.4,221.0,255.39999999999998,0.46849087893864017,1,5,7,2,15,0.0625,0.3125,0.4375,0.125,31.72,31.3,32.0,57.74,57.3,59.1,35.6,29.1,49.2,50.5,53.5,1,6082,0.06666666666666667,1,-0.25881904510252157,0.9659258262890681,14,RESTLESS,2
synthetic_004359,ESP32_GREENHOUSE_01,2026-04-02 12:19:00+00:00,12,19,153.7,178.8,198.5,25.100000000000023,0.8548387096774193,1,11,1,2,15,0.0625,0.6875,0.0625,0.125,34.22,33.7,34.5,49.87,48.0,50.4,370.0,365.6,59.2,57.2,58.9,1,2001,0.06666666666666667,1,1.2246467991473532e-16,-1.0,14,LIGHT_ACTIVITY,1
synthetic_001645,ESP32_GREENHOUSE_01,2026-04-01 13:42:00+00:00,13,42,59.5,87.2,79.6,27.700000000000003,0.6746031746031745,12,2,0,1,15,0.75,0.125,0.0,0.0625,34.27,34.1,34.7,59.08,58.1,60.7,481.9,498.1,55.7,56.0,57.0,1,66,0.0625,1,-0.2588190451025208,-0.9659258262890683,15,QUIET,0
synthetic_006602,ESP32_GREENHOUSE_01,2026-04-03 07:00:30+00:00,7,0,262.9,449.7,260.0,186.8,0.5833148435766585,2,3,10,0,15,0.125,0.1875,0.625,0.0,32.5,32.2,32.7,61.25,59.4,62.2,107.1,102.6,49.6,47.6,47.7,4,4059,0.26666666666666666,1,0.9659258262890683,-0.25881904510252063,14,RESTLESS,2
synthetic_006481,ESP32_GREENHOUSE_01,2026-04-03 06:00:00+00:00,6,0,207.8,312.9,205.4,105.09999999999997,0.6619942656897102,3,2,8,2,15,0.1875,0.125,0.5,0.125,31.52,31.3,31.7,57.36,55.9,58.7,0.0,0.0,54.5,56.0,55.0,4,3148,0.2857142857142857,1,1.0,6.123233995736766e-17,13,RESTLESS,2
synthetic_008508,ESP32_GREENHOUSE_01,2026-04-03 22:53:30+00:00,22,53,260.0,543.0,171.9,283.0,0.47794117647058826,1,1,10,3,15,0.0625,0.0625,0.625,0.1875,31.19,30.6,31.7,55.06,53.5,56.7,5.1,0.8,57.5,57.3,55.3,0,410,0.0,0,-0.5000000000000004,0.8660254037844384,14,CRYING,3
synthetic_005171,ESP32_GREENHOUSE_01,2026-04-02 19:05:00+00:00,19,5,116.2,531.9,53.3,415.7,0.21805216738600114,2,1,8,4,15,0.125,0.0625,0.5,0.25,31.59,31.2,31.8,53.23,52.6,53.3,205.3,201.1,56.0,56.5,61.0,3,5948,0.1875,1,-0.9659258262890684,0.2588190451025203,15,RESTLESS,2
synthetic_005026,ESP32_GREENHOUSE_01,2026-04-02 17:52:30+00:00,17,52,227.4,394.7,330.5,167.29999999999998,0.574677786201668,0,0,14,1,15,0.0,0.0,0.875,0.0625,31.81,31.3,32.2,54.19,53.2,55.9,351.1,359.5,49.0,48.3,55.4,3,7232,0.1875,1,-0.9659258262890683,-0.25881904510252063,15,RESTLESS,2
synthetic_003212,ESP32_GREENHOUSE_01,2026-04-02 02:45:30+00:00,2,45,106.0,233.9,80.6,127.9,0.4512558535547041,1,14,0,0,15,0.0625,0.875,0.0,0.0,31.18,31.1,31.7,60.65,60.3,62.3,67.2,80.6,57.9,59.4,57.9,1,2696,0.06666666666666667,1,0.49999999999999994,0.8660254037844387,14,LIGHT_ACTIVITY,1
synthetic_007869,ESP32_GREENHOUSE_01,2026-04-03 17:34:00+00:00,17,34,297.4,577.2,379.6,279.80000000000007,0.5143548945001729,3,4,1,7,15,0.1875,0.25,0.0625,0.4375,31.65,31.4,31.8,55.93,55.8,57.3,307.5,321.4,54.4,51.5,52.0,0,1030,0.0,0,-0.9659258262890683,-0.25881904510252063,15,CRYING,3
synthetic_007784,ESP32_GREENHOUSE_01,2026-04-03 16:51:30+00:00,16,51,317.9,697.8,237.8,379.9,0.4549227246708643,1,1,2,11,15,0.0625,0.0625,0.125,0.6875,33.17,32.9,33.5,53.85,53.0,54.6,386.3,382.4,52.5,52.8,50.2,2,3520,0.125,1,-0.8660254037844385,-0.5000000000000004,15,CRYING,3
synthetic_003395,ESP32_GREENHOUSE_01,2026-04-02 04:17:00+00:00,4,17,163.9,248.4,204.7,84.5,0.657177225340818,1,9,3,2,15,0.0625,0.5625,0.1875,0.125,31.46,30.9,31.7,60.73,60.0,61.5,71.5,75.1,55.9,53.3,54.8,3,597,0.2,1,0.8660254037844386,0.5000000000000001,14,LIGHT_ACTIVITY,1
synthetic_000599,ESP32_GREENHOUSE_01,2026-04-01 04:59:00+00:00,4,59,45.5,82.4,37.7,36.900000000000006,0.5455635491606714,9,4,1,1,15,0.5625,0.25,0.0625,0.0625,32.25,32.1,32.7,63.36,63.3,64.2,72.0,55.3,55.0,55.4,55.6,1,478,0.06666666666666667,1,0.8660254037844386,0.5000000000000001,14,QUIET,0
synthetic_000211,ESP32_GREENHOUSE_01,2026-04-01 01:45:00+00:00,1,45,48.1,135.3,21.7,87.20000000000002,0.35289801907556856,9,1,3,2,15,0.5625,0.0625,0.1875,0.125,31.18,30.8,31.3,57.83,56.8,59.5,44.4,44.4,64.0,62.7,61.9,0,305,0.0,0,0.25881904510252074,0.9659258262890683,15,QUIET,0
synthetic_003906,ESP32_GREENHOUSE_01,2026-04-02 08:32:30+00:00,8,32,109.4,164.6,196.6,55.19999999999999,0.6606280193236715,4,7,3,1,15,0.25,0.4375,0.1875,0.0625,32.8,32.4,33.1,58.36,57.6,58.8,174.4,193.6,58.0,53.0,55.5,1,1866,0.0625,1,0.8660254037844387,-0.4999999999999998,15,LIGHT_ACTIVITY,1
synthetic_005916,ESP32_GREENHOUSE_01,2026-04-03 01:17:30+00:00,1,17,213.2,494.4,426.3,281.2,0.43035930561162694,2,1,7,5,15,0.125,0.0625,0.4375,0.3125,31.83,31.5,32.1,60.29,59.0,61.2,79.4,71.8,52.2,44.9,52.1,5,4309,0.3125,1,0.25881904510252074,0.9659258262890683,15,RESTLESS,2
synthetic_003697,ESP32_GREENHOUSE_01,2026-04-02 06:48:00+00:00,6,48,96.7,297.7,65.5,201.0,0.32373619015734856,0,14,0,1,15,0.0,0.875,0.0,0.0625,32.31,31.8,32.6,59.87,59.3,61.4,14.3,12.7,57.2,54.3,55.6,3,820,0.2,1,1.0,6.123233995736766e-17,14,LIGHT_ACTIVITY,1
synthetic_005591,ESP32_GREENHOUSE_01,2026-04-02 22:35:00+00:00,22,35,118.2,609.5,79.4,491.3,0.19361179361179362,3,3,9,0,15,0.1875,0.1875,0.5625,0.0,30.46,30.2,30.9,60.89,60.7,61.9,39.3,47.1,58.7,59.7,59.3,2,2143,0.13333333333333333,1,-0.5000000000000004,0.8660254037844384,14,RESTLESS,2
synthetic_000931,ESP32_GREENHOUSE_01,2026-04-01 07:45:00+00:00,7,45,70.7,108.8,41.1,38.099999999999994,0.6438979963570128,6,7,0,2,15,0.375,0.4375,0.0,0.125,32.79,32.3,33.2,60.48,60.2,61.5,53.6,78.7,54.3,55.3,55.7,0,68,0.0,0,0.9659258262890683,-0.25881904510252063,14,QUIET,0
synthetic_002405,ESP32_GREENHOUSE_01,2026-04-01 20:02:00+00:00,20,2,69.4,189.2,41.4,119.79999999999998,0.36487907465825453,11,4,0,0,15,0.6875,0.25,0.0,0.0,31.77,31.4,31.9,58.27,57.5,60.1,169.4,155.7,59.1,59.6,59.2,1,46,0.06666666666666667,1,-0.8660254037844386,0.5000000000000001,14,QUIET,0
synthetic_002524,ESP32_GREENHOUSE_01,2026-04-01 21:01:30+00:00,21,1,133.3,253.1,190.0,119.79999999999998,0.5245966155057065,0,12,1,2,15,0.0,0.75,0.0625,0.125,31.99,31.5,32.4,52.37,50.8,54.1,109.8,117.4,57.7,60.9,59.7,1,2539,0.06666666666666667,1,-0.7071067811865477,0.7071067811865474,14,LIGHT_ACTIVITY,1
synthetic_007774,ESP32_GREENHOUSE_01,2026-04-03 16:46:30+00:00,16,46,165.0,787.4,105.8,622.4,0.2092846270928463,1,1,2,11,15,0.0625,0.0625,0.125,0.6875,32.62,32.1,32.9,52.39,51.5,54.3,368.6,387.0,56.6,59.9,57.1,0,624,0.0,0,-0.8660254037844385,-0.5000000000000004,15,CRYING,3
synthetic_004558,ESP32_GREENHOUSE_01,2026-04-02 13:58:30+00:00,13,58,46.3,93.7,18.4,47.400000000000006,0.48891235480464623,0,12,1,2,15,0.0,0.75,0.0625,0.125,33.74,33.2,34.1,58.94,57.7,60.6,519.2,522.6,56.8,59.3,57.6,1,664,0.0625,1,-0.2588190451025208,-0.9659258262890683,15,LIGHT_ACTIVITY,1
synthetic_008554,ESP32_GREENHOUSE_01,2026-04-03 23:16:30+00:00,23,16,271.7,711.1,445.2,439.40000000000003,0.381547535458503,2,1,1,11,15,0.125,0.0625,0.0625,0.6875,31.4,30.9,31.7,57.92,57.2,58.9,3.9,0.0,52.2,44.7,52.5,0,8,0.0,0,-0.25881904510252157,0.9659258262890681,15,CRYING,3
synthetic_006960,ESP32_GREENHOUSE_01,2026-04-03 09:59:30+00:00,9,59,249.3,484.4,282.1,235.09999999999997,0.5135970333745365,5,1,8,1,15,0.3125,0.0625,0.5,0.0625,34.27,33.9,34.8,58.44,57.5,58.5,166.0,183.4,52.3,49.0,50.0,0,2062,0.0,0,0.7071067811865476,-0.7071067811865475,13,RESTLESS,2
synthetic_003584,ESP32_GREENHOUSE_01,2026-04-02 05:51:30+00:00,5,51,140.8,366.1,117.0,225.3,0.3835467175156633,12,1,1,1,15,0.75,0.0625,0.0625,0.0625,32.33,31.9,32.8,56.78,54.9,57.2,32.0,30.2,55.7,58.1,55.7,2,24,0.13333333333333333,1,0.9659258262890683,0.25881904510252074,14,LIGHT_ACTIVITY,1
synthetic_002128,ESP32_GREENHOUSE_01,2026-04-01 17:43:30+00:00,17,43,83.1,83.1,174.9,0.0,0.9881093935790726,2,10,2,1,15,0.125,0.625,0.125,0.0625,32.68,32.1,33.0,53.97,53.9,55.3,377.2,376.7,56.3,57.2,59.3,1,132,0.0625,1,-0.9659258262890683,-0.25881904510252063,15,QUIET,0
synthetic_001944,ESP32_GREENHOUSE_01,2026-04-01 16:11:30+00:00,16,11,51.7,93.7,37.5,42.0,0.545934530095037,10,2,1,2,15,0.625,0.125,0.0625,0.125,32.67,32.4,33.0,60.54,59.3,62.1,392.5,390.3,59.3,52.8,56.4,1,55,0.0625,1,-0.8660254037844385,-0.5000000000000004,15,QUIET,0
synthetic_005997,ESP32_GREENHOUSE_01,2026-04-03 01:58:00+00:00,1,58,276.5,357.5,278.4,81.0,0.7712691771269177,2,2,9,2,15,0.125,0.125,0.5625,0.125,30.74,30.3,30.9,59.55,57.8,61.3,9.7,7.1,49.6,46.5,53.1,1,5159,0.06666666666666667,1,0.25881904510252074,0.9659258262890683,14,RESTLESS,2
synthetic_005613,ESP32_GREENHOUSE_01,2026-04-02 22:46:00+00:00,22,46,224.1,552.0,216.0,327.9,0.40524412296564194,3,2,8,2,15,0.1875,0.125,0.5,0.125,31.47,31.0,32.0,52.44,52.2,54.3,22.8,33.6,53.6,54.0,57.6,0,5421,0.0,0,-0.5000000000000004,0.8660254037844384,14,RESTLESS,2
synthetic_001131,ESP32_GREENHOUSE_01,2026-04-01 09:25:00+00:00,9,25,59.9,127.7,66.0,67.80000000000001,0.46542346542346547,8,3,3,1,15,0.5,0.1875,0.1875,0.0625,33.71,33.2,34.2,58.04,56.3,58.7,254.3,240.8,57.8,56.4,57.6,1,222,0.0625,1,0.7071067811865476,-0.7071067811865475,15,QUIET,0
synthetic_000821,ESP32_GREENHOUSE_01,2026-04-01 06:50:00+00:00,6,50,92.5,105.0,118.7,12.5,0.8726415094339622,1,14,0,0,15,0.0625,0.875,0.0,0.0,32.48,32.1,32.8,61.97,60.0,63.6,0.0,0.0,55.2,53.6,54.0,0,408,0.0,0,1.0,6.123233995736766e-17,15,QUIET,0
synthetic_005579,ESP32_GREENHOUSE_01,2026-04-02 22:29:00+00:00,22,29,253.9,371.4,538.3,117.49999999999997,0.6817937701396348,0,0,14,1,15,0.0,0.0,0.875,0.0625,32.02,31.8,32.3,59.64,58.6,60.9,39.9,52.8,44.0,35.0,50.4,1,7034,0.0625,1,-0.5000000000000004,0.8660254037844384,15,RESTLESS,2
synthetic_000855,ESP32_GREENHOUSE_01,2026-04-01 07:07:00+00:00,7,7,29.8,119.3,5.0,89.5,0.24771404821280135,14,0,1,0,15,0.875,0.0,0.0625,0.0,32.1,31.5,32.6,58.95,58.1,59.5,82.7,88.7,64.8,60.2,59.4,0,101,0.0,0,0.9659258262890683,-0.25881904510252063,15,QUIET,0
synthetic_003091,ESP32_GREENHOUSE_01,2026-04-02 01:45:00+00:00,1,45,127.7,245.2,99.6,117.49999999999999,0.5186839967506093,0,12,1,2,15,0.0,0.75,0.0625,0.125,31.48,31.0,32.0,58.05,58.0,58.1,48.1,63.6,60.0,61.4,57.8,3,411,0.1875,1,0.25881904510252074,0.9659258262890683,15,LIGHT_ACTIVITY,1
synthetic_000273,ESP32_GREENHOUSE_01,2026-04-01 02:16:00+00:00,2,16,82.0,122.0,103.0,40.0,0.6666666666666666,13,1,1,0,15,0.8125,0.0625,0.0625,0.0,31.42,31.3,31.6,63.12,62.1,64.3,73.7,70.5,55.2,54.1,56.6,0,285,0.0,0,0.49999999999999994,0.8660254037844387,14,QUIET,0
synthetic_003962,ESP32_GREENHOUSE_01,2026-04-02 09:00:30+00:00,9,0,49.0,255.9,67.4,206.9,0.1907356948228883,2,9,2,2,15,0.125,0.5625,0.125,0.125,33.14,32.7,33.2,53.44,52.3,54.5,243.8,238.9,60.6,60.5,60.9,2,813,0.13333333333333333,1,0.7071067811865476,-0.7071067811865475,14,LIGHT_ACTIVITY,1
synthetic_003071,ESP32_GREENHOUSE_01,2026-04-02 01:35:00+00:00,1,35,137.5,279.9,137.2,142.39999999999998,0.48949804200783203,1,12,1,1,15,0.0625,0.75,0.0625,0.0625,31.58,31.1,31.9,57.67,56.3,58.1,58.0,56.3,59.7,58.2,57.4,3,2496,0.2,1,0.25881904510252074,0.9659258262890683,14,RESTLESS,2
synthetic_000949,ESP32_GREENHOUSE_01,2026-04-01 07:54:00+00:00,7,54,46.5,60.3,41.5,13.799999999999997,0.7585644371941273,11,1,3,0,15,0.6875,0.0625,0.1875,0.0,33.17,32.7,33.4,59.49,58.5,61.0,144.0,169.1,57.0,57.4,57.3,1,131,0.06666666666666667,1,0.9659258262890683,-0.25881904510252063,14,QUIET,0
synthetic_000247,ESP32_GREENHOUSE_01,2026-04-01 02:03:00+00:00,2,3,69.2,88.8,80.2,19.599999999999994,0.7706013363028954,1,12,1,1,15,0.0625,0.75,0.0625,0.0625,31.13,30.7,31.3,59.61,58.5,59.7,66.6,63.9,59.4,60.0,60.1,0,193,0.0,0,0.49999999999999994,0.8660254037844387,15,QUIET,0
synthetic_005546,ESP32_GREENHOUSE_01,2026-04-02 22:12:30+00:00,22,12,217.3,567.3,237.8,349.99999999999994,0.38236846735878943,0,2,9,4,15,0.0,0.125,0.5625,0.25,31.28,31.1,31.4,53.79,53.2,55.2,74.3,59.3,52.0,51.9,57.6,2,5761,0.125,1,-0.5000000000000004,0.8660254037844384,15,RESTLESS,2
synthetic_001560,ESP32_GREENHOUSE_01,2026-04-01 12:59:30+00:00,12,59,71.6,99.1,62.6,27.5,0.7152847152847153,8,2,2,3,15,0.5,0.125,0.125,0.1875,33.41,33.0,34.0,56.58,55.4,58.6,347.1,332.6,59.0,59.3,58.1,1,335,0.06666666666666667,1,1.2246467991473532e-16,-1.0,14,QUIET,0
synthetic_002705,ESP32_GREENHOUSE_01,2026-04-01 22:32:00+00:00,22,32,143.3,230.6,127.1,87.29999999999998,0.6187392055267703,0,14,0,1,15,0.0,0.875,0.0,0.0625,31.78,31.2,31.9,59.48,59.1,61.3,9.4,20.5,55.6,53.5,55.5,3,2882,0.1875,1,-0.5000000000000004,0.8660254037844384,15,LIGHT_ACTIVITY,1
synthetic_008916,ESP32_GREENHOUSE_01,2026-04-04 02:17:30+00:00,2,17,277.7,990.6,111.2,712.9000000000001,0.28005244050020167,2,2,1,10,15,0.125,0.125,0.0625,0.625,31.3,30.7,31.5,55.92,53.9,56.0,8.2,18.9,53.6,60.1,53.8,2,1166,0.13333333333333333,1,0.49999999999999994,0.8660254037844387,14,CRYING,3
synthetic_002424,ESP32_GREENHOUSE_01,2026-04-01 20:11:30+00:00,20,11,61.2,104.2,86.6,43.0,0.5817490494296578,12,1,1,1,15,0.75,0.0625,0.0625,0.0625,32.06,31.5,32.3,53.96,52.6,55.0,182.8,186.9,58.6,60.6,61.4,0,303,0.0,0,-0.8660254037844386,0.5000000000000001,14,QUIET,0
synthetic_006942,ESP32_GREENHOUSE_01,2026-04-03 09:50:30+00:00,9,50,148.8,263.0,251.6,114.19999999999999,0.5636363636363637,0,2,11,2,15,0.0,0.125,0.6875,0.125,33.07,32.9,33.3,59.42,59.3,60.4,236.9,243.7,49.6,44.9,53.3,0,5145,0.0,0,0.7071067811865476,-0.7071067811865475,15,RESTLESS,2
synthetic_009761,ESP32_GREENHOUSE_01,2026-04-04 09:20:00+00:00,9,20,317.7,787.2,297.6,469.50000000000006,0.4030702867292565,3,2,2,8,15,0.1875,0.125,0.125,0.5,32.77,32.4,33.2,57.19,56.2,58.6,333.3,340.9,49.0,51.0,48.1,1,214,0.06666666666666667,1,0.7071067811865476,-0.7071067811865475,14,CRYING,3
synthetic_000870,ESP32_GREENHOUSE_01,2026-04-01 07:14:30+00:00,7,14,79.4,79.4,72.7,0.0,0.9875621890547264,8,1,1,5,15,0.5,0.0625,0.0625,0.3125,32.33,32.2,32.6,61.68,61.6,62.3,28.1,35.3,53.4,57.2,55.1,0,343,0.0,0,0.9659258262890683,-0.25881904510252063,14,QUIET,0
